,title,description,adress
56,신한은행 추석맞이 우리동네 응원 프로그램 이벤트,대상 고객이 우리동네 응원 프로그램 관련 사진 및 이용 후기를 작성한 후 본인 인스타그램이나 네이버 블로그 계정에 필수 해시태그인 신한은행 우리동네 응원 프로그램을 포함해 업로드 하면 이벤트에 자동으로 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=123&aid=0002254537
57,불법복제 악몽  밤토끼 폐쇄 년불법복제 전세계 확산,최근에는 작가들의 주목도가 높아지면서 불법 저작물 유포처가 페이스북 비공개 그룹 비공개 블로그 등으로 음성화되는 추세다 웹소설의 경우 이에 더해 웹툰과는 달리 특정한 사이트보다는 개별 블로그카페나  ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=031&aid=0000623445
58,마산대 강지원박서현 전국 전문대학생 경진대회 장려상,심사를 통해 대상 편 최우수상 편 우수상 편 장려상 편이 선정됐으며 수상작은 향후 전문대학혁신지원사업발전협의회 블로그에 게시된다 수상자들에게는 전문대학혁신지원사업발전협의회 상장과 상금이 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010713124
59,박원순 피해자 실명공개 대 누리꾼 심서 징역형 집행유예,재판부는 네이버 밴드와 블로그에 피해자의 실명 등을 두 달 넘게 게시해 죄질이 나쁘다며 피해자가 씨는 지난해 월 네이버 밴드와 블로그에 기획 미투 여비서를 고발합니다라는 제목의 글을 올려 박 전 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003097322
60,박원순 피해자 신상 올린 주부 집행유예피해자는 사과 못받아,손 부장판사는 네이버 밴드와 블로그 등에 피해자 실명을 게시해 죄질이 나쁘고 피해자가 차 피해를 씨는 자신이 운영하는 회원 명 이상의 네이버 밴드와 블로그 메인 화면에 기획미투 여비서를 고발합니다라는 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004643085
61,분당차병원 암센터 국내 최단 다학제 진료 례 달성,최근에는 암환우 카페와 블로그 등을 중심으로 분당차병원 암센터의 다학제 진료를 받은 환자들의 감동사연이 이어지면서 암환자들 사이에 다학제 진료에 대한 입소문이 퍼지고 있다 어머니 치료를 위해 분당차병원 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=076&aid=0003776936
62,경주시민 코로나 특별지원금 현장접수 개시,카드 잔액확인 카드 사용제한 업종 등 자세한 내용은 경주시 홈페이지와 경주시 경주시 알림톡페이스북인스타그램블로그 등를 통해 확인할 수 있다 주낙영 경주시장은 민원응대를 위한 필수인력을 제외한 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003551564
63,영탁은 좋겠다 팬들이 찐이라결식아동 위해 만원 기부 공식,팬카페 관계자는 모금에 대한 부담을 느끼지 않도록 팬카페 회원들이 직접 블로그 글을 쓰거나 활동을 해서 적립된 콩을 십시일반 모아 후원금을 마련했다며 데뷔 주년을 기념해 보다 의미 있는 기부를 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=109&aid=0004472309
64,삼성전자 메타버스 타고 우수 인재 유치 나선다,플랫폼에 입장하고자 하는 이들은 삼성전자 채용 블로그에서 신청하면 된다 채용 블로그는 소비자가전과 무선모바일 디바이스솔루션 등 지원 부문에 따라 구분돼 있다 한편 삼성전자 하반기 신입 사원 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003959869
65,  코인베이스 조사 소식에비트코인 약세 지속,코인베이스는 이날 블로그를 통해 미국 증권거래위원회가 자사 금융상품 렌드와 관련해 소송을 제기할 수 있다며 통보했다고 밝혔다 브라이언 암스트롱 코인베이스 는 우리는 법규를 준수할 것이나 이는 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=009&aid=0004850089
66,경북도 코로나 시대 안심 여행지 개소 선정,안심여행지는 시군의 추천과 인스타그램블로그 등 에서 뜨고 있는 여행지를 함께 조사해 선정했다 밀집도가 높지 않고 안전하게 여행할 수 있는지를 중요하게 고려한 것이다 홍보리플릿   ,http://www.kukinews.com/newsView/kuk202109100012
67,삼성전자 하반기 신입채용서 메타버스 직무상담 시작,해당 플랫폼의 입장을 원하는 구직자들은 삼성전자 채용 블로그를 통해 신청할 수 있다 삼성전자의 이번 하반기 신입사원 공개채용 지원자격은 년 월 이전 졸업 또는 졸업 예정인 사람으로 각 사업부와 직무 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0005589581
68,김포 리그 진출 동의안 시의회 부결 이유는 후원사,유영숙 의원은 개월 전만 해도 김포시 블로그에 에서 로 승강제가 가능하다고 적혀 있었는데 이후 승강제가 불가하다고 바꿨다 천안이 승강제로 확정되면서 김포가 딸려간다는 느낌이 든다 부천 안양 안산이 부 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010711840
69,대법 스스로 변호사라 칭한 미국 변호사문제 없어,미국 변호사 자격만 있는 사람이 인터넷 블로그와 사회관계망서비스에서 직함을 변호사로 씨는 지난 년 월부터 회에 걸쳐 자신이 운영하는 인터넷 블로그에 글을 올리며 자신의 영문 이름과 함께 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003960706
